,Artist,Art,Link
0,Constantine Maleas,The anchorage of the Idea,https://www.wikiart.org/en/konstantinos-maleas/the-anchorage-of-the-idea
0,Constantine Maleas,Turkish Harbour,https://www.wikiart.org/en/konstantinos-maleas/turkish-harbour
0,Constantine Maleas,Landscape,https://www.wikiart.org/en/konstantinos-maleas/maleas
0,Constantine Maleas,Landscape of Attica,https://www.wikiart.org/en/konstantinos-maleas/landscape-of-attica
0,Constantine Maleas,Egyptian Landscape,https://www.wikiart.org/en/konstantinos-maleas/landscape-of-egypt
0,Constantine Maleas,Black Man,https://www.wikiart.org/en/konstantinos-maleas/black-man
0,Constantine Maleas,Aswan of the Nile,https://www.wikiart.org/en/konstantinos-maleas/aswan-of-the-nile
0,Constantine Maleas,Olive trees,https://www.wikiart.org/en/konstantinos-maleas/olive-trees
0,Constantine Maleas,Landscape - Messolonghi Lagoon,https://www.wikiart.org/en/konstantinos-maleas/lagoon-of-messolongi
0,Constantine Maleas,Landscape with tree and mosque in the background,https://www.wikiart.org/en/konstantinos-maleas/landscape-with-tree-and-mosque-in-the-background
0,Constantine Maleas,Landscape of Aswan on the Nile,https://www.wikiart.org/en/konstantinos-maleas/landscape-of-nile-aswan
0,Constantine Maleas,Penteli Landscape,https://www.wikiart.org/en/konstantinos-maleas/landsapce-of-pendelis
0,Constantine Maleas,Landscape,https://www.wikiart.org/en/konstantinos-maleas/landscape
0,Maurycy Gottlieb,Portrait of a Boy from the Gottlieb Family,https://www.wikiart.org/en/maurycy-gottlieb/portrait-of-a-boy-from-the-gottlieb-family-1875
0,Maurycy Gottlieb,Self-portrait,https://www.wikiart.org/en/maurycy-gottlieb/self-portrait-1876
0,Maurycy Gottlieb,"Ahasuerus, Wandering Jew",https://www.wikiart.org/en/maurycy-gottlieb/ahasuerus-wandering-jew-1876
0,Maurycy Gottlieb,Girl with Flowers,https://www.wikiart.org/en/maurycy-gottlieb/girl-with-flowers-1876
0,Maurycy Gottlieb,Head of a Jewish Bride,https://www.wikiart.org/en/maurycy-gottlieb/head-of-a-jewish-bride-1876
0,Maurycy Gottlieb,Shylock and Jessica,https://www.wikiart.org/en/maurycy-gottlieb/shylock-and-jessica-1876
0,Maurycy Gottlieb,Torah Scribe,https://www.wikiart.org/en/maurycy-gottlieb/torah-scribe-1876
0,Maurycy Gottlieb,Cairo Slave Market,https://www.wikiart.org/en/maurycy-gottlieb/cairo-slave-market-1877
0,Maurycy Gottlieb,Lady with a Fan,https://www.wikiart.org/en/maurycy-gottlieb/lady-with-a-fan-1877
0,Maurycy Gottlieb,Odalisque,https://www.wikiart.org/en/maurycy-gottlieb/odalisque-1877
0,Maurycy Gottlieb,Portrait of Laura Henschel-Rosenfeld,https://www.wikiart.org/en/maurycy-gottlieb/portrait-of-laura-henschel-rosenfeld-1877
0,Maurycy Gottlieb,Recha welcoming her father,https://www.wikiart.org/en/maurycy-gottlieb/recha-welcoming-her-father-1877
0,Maurycy Gottlieb,Jews Praying in the Synagogue on Yom Kippur,https://www.wikiart.org/en/maurycy-gottlieb/jews-praying-in-the-synagogue-on-yom-kippur-1878
0,Maurycy Gottlieb,Portrait of a Woman,https://www.wikiart.org/en/maurycy-gottlieb/portrait-of-a-woman-1878
0,Maurycy Gottlieb,Christ Preaching at Capernaum,https://www.wikiart.org/en/maurycy-gottlieb/christ-preaching-at-capernaum-1879
0,Maurycy Gottlieb,Japanese Woman,https://www.wikiart.org/en/maurycy-gottlieb/japanese-woman-1879
0,Maurycy Gottlieb,Portrait of a young Jewish woman,https://www.wikiart.org/en/maurycy-gottlieb/portrait-of-a-young-jewish-woman-1879
0,Maurycy Gottlieb,Salome's Dance,https://www.wikiart.org/en/maurycy-gottlieb/salome-s-dance-1879
0,Maurycy Gottlieb,Self-Portrait in Arab Dress,https://www.wikiart.org/en/maurycy-gottlieb/self-portrait-in-arab-dress
0,Charles Hermans,Monks Playing Bowls,https://www.wikiart.org/en/charles-hermans/monks-playing-bowls-1867
0,Charles Hermans,Honeymoon,https://www.wikiart.org/en/charles-hermans/honeymoon-1871
0,Charles Hermans,À l’Aube (detail),https://www.wikiart.org/en/charles-hermans/l-aube-detail-1875
0,Charles Hermans,À l’Aube,https://www.wikiart.org/en/charles-hermans/l-aube-1875
0,Charles Hermans,"Circe, The Temptress",https://www.wikiart.org/en/charles-hermans/circe-the-temptress-1881
0,Charles Hermans,At the Masquerade (detail),https://www.wikiart.org/en/charles-hermans/at-the-masquerade-detail
0,Charles Hermans,At the Masquerade,https://www.wikiart.org/en/charles-hermans/at-the-masquerade
0,Charles Hermans,Femme à l'éventail,https://www.wikiart.org/en/charles-hermans/femme-l-ventail
0,Charles Hermans,La Belle Voisine,https://www.wikiart.org/en/charles-hermans/la-belle-voisine
0,Charles Hermans,Orientale au tambourin,https://www.wikiart.org/en/charles-hermans/orientale-au-tambourin
0,Charles Hermans,Portrait of a girl (identified as the artist's daughter),https://www.wikiart.org/en/charles-hermans/portrait-of-a-girl-identified-as-the-artist-s-daughter
0,Charles Hermans,Portrait of a young Lady,https://www.wikiart.org/en/charles-hermans/portrait-of-a-young-lady
0,Charles Hermans,Spanish Beauty,https://www.wikiart.org/en/charles-hermans/spanish-beauty
0,Charles Hermans,The Flower Seller,https://www.wikiart.org/en/charles-hermans/the-flower-seller
0,Charles Hermans,The Onion Sellers,https://www.wikiart.org/en/charles-hermans/the-onion-sellers
0,Charles Hermans,Two Dancers,https://www.wikiart.org/en/charles-hermans/two-dancers
0,Mario Nuzzi,Self-portrait with flowers,https://www.wikiart.org/en/mario-nuzzi/self-portrait-with-flowers-1640
0,Mario Nuzzi,Adoración de los Magos en una guirnalda de flores,https://www.wikiart.org/en/mario-nuzzi/adoraci-n-de-los-magos-en-una-guirnalda-de-flores-1654
0,Mario Nuzzi,Spring,https://www.wikiart.org/en/mario-nuzzi/spring-1660
0,Mario Nuzzi,A Flower Piece,https://www.wikiart.org/en/mario-nuzzi/a-flower-piece
0,Mario Nuzzi,Fruit Garland Encircling a Relief,https://www.wikiart.org/en/mario-nuzzi/fruit-garland-encircling-a-relief
0,Mario Nuzzi,Glowers in a sculpted vase on a stone plinth,https://www.wikiart.org/en/mario-nuzzi/glowers-in-a-sculpted-vase-on-a-stone-plinth
0,Mario Nuzzi,"Mirror Decorated with Putti, Flowers and Acanthus Scrolls",https://www.wikiart.org/en/mario-nuzzi/mirror-decorated-with-putti-flowers-and-acanthus-scrolls
0,Mario Nuzzi,Natura morta con tralcio di fiori,https://www.wikiart.org/en/mario-nuzzi/natura-morta-con-tralcio-di-fiori
0,Mario Nuzzi,Natura morta di fiori in un vaso,https://www.wikiart.org/en/mario-nuzzi/natura-morta-di-fiori-in-un-vaso
0,Mario Nuzzi,"Roses, tulips, chrysanthemums and other flowers, in a sculpted urn, on an earthen bank",https://www.wikiart.org/en/mario-nuzzi/roses-tulips-chrysanthemums-and-other-flowers-in-a-sculpted-urn-on-an-earthen-bank
0,Mario Nuzzi,Still life with a vase of flowers,https://www.wikiart.org/en/mario-nuzzi/still-life-with-a-vase-of-flowers
0,Mario Nuzzi,The Angel of the Annunciation in a Garland of Flowers,https://www.wikiart.org/en/mario-nuzzi/the-angel-of-the-annunciation-in-a-garland-of-flowers
0,Mario Nuzzi,"Tulips, lilies, irises and other flowers, in a sculpted urn, with a snake and a moth, on an earthen bank",https://www.wikiart.org/en/mario-nuzzi/tulips-lilies-irises-and-other-flowers-in-a-sculpted-urn-with-a-snake-and-a-moth-on-an-earthen
0,Mario Nuzzi,"Various flowers in a glass vase with blue grapes, peaches and a lemon, all on a ledge",https://www.wikiart.org/en/mario-nuzzi/various-flowers-in-a-glass-vase-with-blue-grapes-peaches-and-a-lemon-all-on-a-ledge
0,Mario Nuzzi,Vase and Flowers,https://www.wikiart.org/en/mario-nuzzi/vase-and-flowers
0,Maxime Lalanne,Betharam de Lourdes à Pau,https://www.wikiart.org/en/maxime-lalanne/betharam-de-lourdes-pau-1860
0,Maxime Lalanne,Arreau - Vue de la route du col d'Aspin,https://www.wikiart.org/en/maxime-lalanne/arreau-vue-de-la-route-du-col-d-aspin
0,Maxime Lalanne,Cascade de Cérizet (Cauteretz (i.e. Cauterets)),https://www.wikiart.org/en/maxime-lalanne/cascade-de-c-rizet-cauteretz-i-e-cauterets
0,Maxime Lalanne,Cascade de Garet,https://www.wikiart.org/en/maxime-lalanne/cascade-de-garet
0,Maxime Lalanne,Castle Overlooking a River,https://www.wikiart.org/en/maxime-lalanne/castle-overlooking-a-river
0,Maxime Lalanne,Cauterets - Vue prise du Mamelon vert,https://www.wikiart.org/en/maxime-lalanne/cauterets-vue-prise-du-mamelon-vert
0,Maxime Lalanne,"Château de Mauvesin, près Bagnères de Bigorre",https://www.wikiart.org/en/maxime-lalanne/ch-teau-de-mauvesin-pr-s-bagn-res-de-bigorre
0,Maxime Lalanne,Cirque de Gavarnie,https://www.wikiart.org/en/maxime-lalanne/cirque-de-gavarnie
0,Maxime Lalanne,Eaux-Bonnes,https://www.wikiart.org/en/maxime-lalanne/eaux-bonnes
0,Maxime Lalanne,Eaux-Chaudes,https://www.wikiart.org/en/maxime-lalanne/eaux-chaudes
0,Maxime Lalanne,Entrée de Barège,https://www.wikiart.org/en/maxime-lalanne/entr-e-de-bar-ge
0,Maxime Lalanne,Innenansicht der Börse (Handelsbeurs) von Antwerpen,https://www.wikiart.org/en/maxime-lalanne/innenansicht-der-b-rse-handelsbeurs-von-antwerpen
0,Maxime Lalanne,Lac de Gaube (Cauteretz (i.e. Cauterets)),https://www.wikiart.org/en/maxime-lalanne/lac-de-gaube-cauteretz-i-e-cauterets
0,Maxime Lalanne,Le Pont d'Espagne (Chûte Supérieure),https://www.wikiart.org/en/maxime-lalanne/le-pont-d-espagne-ch-te-sup-rieure
0,Maxime Lalanne,"Luchon, (Vue prise de Bellevue)",https://www.wikiart.org/en/maxime-lalanne/luchon-vue-prise-de-bellevue
0,Maxime Lalanne,Luz,https://www.wikiart.org/en/maxime-lalanne/luz
0,Maxime Lalanne,"Pic du Midi de Bigorre, vu de Tramesaygues",https://www.wikiart.org/en/maxime-lalanne/pic-du-midi-de-bigorre-vu-de-tramesaygues
0,Maxime Lalanne,Route du Limaçon,https://www.wikiart.org/en/maxime-lalanne/route-du-lima-on
0,Maxime Lalanne,Ruins of the Gallien Palace,https://www.wikiart.org/en/maxime-lalanne/ruins-of-the-gallien-palace
0,Maxime Lalanne,Vallée du Lys,https://www.wikiart.org/en/maxime-lalanne/vall-e-du-lys
0,Maxime Lalanne,"Vue générale de la Raillère, le pré, le Petit St. Sauveur et le Bain",https://www.wikiart.org/en/maxime-lalanne/vue-g-n-rale-de-la-raill-re-le-pr-le-petit-st-sauveur-et-le-bain
0,Bui Xuan Phai,(Abstract),https://www.wikiart.org/en/bui-xuan-phai/abstract
0,Bui Xuan Phai,(Abstract),https://www.wikiart.org/en/bui-xuan-phai/abstract-1
0,Bui Xuan Phai,(Abstract),https://www.wikiart.org/en/bui-xuan-phai/abstract-2
0,Bui Xuan Phai,(Abstract),https://www.wikiart.org/en/bui-xuan-phai/abstract-3
0,Bui Xuan Phai,(Abstract),https://www.wikiart.org/en/bui-xuan-phai/abstract-4
0,Bui Xuan Phai,(Abstract),https://www.wikiart.org/en/bui-xuan-phai/abstract-5
0,Bui Xuan Phai,(Abstract),https://www.wikiart.org/en/bui-xuan-phai/abstract-6
0,Bui Xuan Phai,(Ancient Hanoi Street),https://www.wikiart.org/en/bui-xuan-phai/ancient-hanoi-street
0,Bui Xuan Phai,Cheo,https://www.wikiart.org/en/bui-xuan-phai/cheo
0,Bui Xuan Phai,Cheo,https://www.wikiart.org/en/bui-xuan-phai/cheo-1
0,Bui Xuan Phai,"Hanoi Street, ND",https://www.wikiart.org/en/bui-xuan-phai/hanoi-street-nd
0,Bui Xuan Phai,Hanoi,https://www.wikiart.org/en/bui-xuan-phai/hanoi
0,Bui Xuan Phai,Nude,https://www.wikiart.org/en/bui-xuan-phai/nude
0,Bui Xuan Phai,Portrait,https://www.wikiart.org/en/bui-xuan-phai/portrait
0,Bui Xuan Phai,Portrait,https://www.wikiart.org/en/bui-xuan-phai/portrait-1
0,Bui Xuan Phai,Portrait,https://www.wikiart.org/en/bui-xuan-phai/portrait-2
0,Bui Xuan Phai,Seascape,https://www.wikiart.org/en/bui-xuan-phai/seascape
0,Bui Xuan Phai,unknown title,https://www.wikiart.org/en/bui-xuan-phai/unknown-title
0,Bui Xuan Phai,Hanoi Street,https://www.wikiart.org/en/bui-xuan-phai/hanoi-street
0,Bui Xuan Phai,unknown title,https://www.wikiart.org/en/bui-xuan-phai/unknown-title-1
0,Bui Xuan Phai,unknown title,https://www.wikiart.org/en/bui-xuan-phai/unknown-title-2
0,Dolfi Trost,The Strange Influence of Neptune (Surautomatism),https://www.wikiart.org/en/dolfi-trost/the-strange-influence-of-neptune-surautomatism-1945
0,Dolfi Trost,? (Surautomatism),https://www.wikiart.org/en/dolfi-trost/surautomatism-1945
0,Dolfi Trost,Disorders Provoked by Venus (Surautomatism),https://www.wikiart.org/en/dolfi-trost/disorders-provoked-by-venus-surautomatism-1945
0,Dolfi Trost,Whip His Image Until Bleeding (Hypnagogic Movement),https://www.wikiart.org/en/dolfi-trost/whip-his-image-until-bleeding-hypnagogic-movement-1945
0,Dolfi Trost,Astrological Correspondence of Colors (Vaporization),https://www.wikiart.org/en/dolfi-trost/astrological-correspondence-of-colors-vaporization-1945
0,Dolfi Trost,Trace of a Non-Periodical Comet (Vaporization),https://www.wikiart.org/en/dolfi-trost/trace-of-a-non-periodical-comet-vaporization-1945
0,Dolfi Trost,Astrological Homeopathy (Indecipherable Divination),https://www.wikiart.org/en/dolfi-trost/astrological-homeopathy-indecipherable-divination-1945
0,Dolfi Trost,? (Indecipherable Divination),https://www.wikiart.org/en/dolfi-trost/indecipherable-divination-1945
0,Dolfi Trost,Transfer & Placement Into a Dream (Vaporization),https://www.wikiart.org/en/dolfi-trost/transfer-placement-into-a-dream-vaporization-1945
0,Dolfi Trost,The Mania of Revolution (Vaporization),https://www.wikiart.org/en/dolfi-trost/the-mania-of-revolution-vaporization-1945
0,Dolfi Trost,? (Surautomatism),https://www.wikiart.org/en/dolfi-trost/surautomatism-1945-1
0,Dolfi Trost,Vision dans le cristal (Surautomatisme),https://www.wikiart.org/en/dolfi-trost/vision-dans-le-cristal-surautomatisme-1945
0,Dolfi Trost,Forever (Hypnagogic Movement),https://www.wikiart.org/en/dolfi-trost/forever-hypnagogic-movement-1945
0,Dolfi Trost,? (Hypnagogic Movement),https://www.wikiart.org/en/dolfi-trost/hypnagogic-movement-1945
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-1
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-2
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-3
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-4
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-5
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-6
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-7
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-8
0,Dolfi Trost,Entopic Graphomania,https://www.wikiart.org/en/dolfi-trost/entopic-graphomania-1945-9
0,Dolfi Trost,Angoisse cosmique,https://www.wikiart.org/en/dolfi-trost/angoisse-cosmique-1952
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-1
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-2
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-3
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-4
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-5
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-6
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-7
0,Dolfi Trost,Untitled Vaporization,https://www.wikiart.org/en/dolfi-trost/untitled-vaporization-8
0,Thomas Hardy,Sir Richard Whitworth in camp at Winchester,https://www.wikiart.org/en/thomas-hardy/sir-richard-whitworth-in-camp-at-winchester-1778
0,Thomas Hardy,Brass Crosby,https://www.wikiart.org/en/thomas-hardy/brass-crosby-1787
0,Thomas Hardy,William Augustus Bowles,https://www.wikiart.org/en/thomas-hardy/william-augustus-bowles-1790
0,Thomas Hardy,John Horne Tooke,https://www.wikiart.org/en/thomas-hardy/john-horne-tooke-1791
0,Thomas Hardy,Joseph Haydn,https://www.wikiart.org/en/thomas-hardy/joseph-haydn-1791
0,Thomas Hardy,Johann Peter Salomon,https://www.wikiart.org/en/thomas-hardy/johann-peter-salomon-1792
0,Thomas Hardy,John Reeves,https://www.wikiart.org/en/thomas-hardy/john-reeves-1792
0,Thomas Hardy,Johann Peter Salomon,https://www.wikiart.org/en/thomas-hardy/johann-peter-salomon-1792-1
0,Thomas Hardy,John Moody,https://www.wikiart.org/en/thomas-hardy/john-moody-1792
0,Thomas Hardy,Wilhelm Cramer,https://www.wikiart.org/en/thomas-hardy/wilhelm-cramer-1794
0,Thomas Hardy,The Honorable Sir Henry Gould,https://www.wikiart.org/en/thomas-hardy/the-honorable-sir-henry-gould-1794
0,Thomas Hardy,William Shield,https://www.wikiart.org/en/thomas-hardy/william-shield-1795
0,Thomas Hardy,Edward Miller,https://www.wikiart.org/en/thomas-hardy/edward-miller-1796
0,Thomas Hardy,Thomas Littledale,https://www.wikiart.org/en/thomas-hardy/thomas-littledale-1797
0,Thomas Hardy,John Frederick Sackville,https://www.wikiart.org/en/thomas-hardy/john-frederick-sackville
0,Thomas Hardy,Arthur Blayney,https://www.wikiart.org/en/thomas-hardy/arthur-blayney
0,Thomas Hardy,Samuel Arnold,https://www.wikiart.org/en/thomas-hardy/samuel-arnold
0,Suzanne Duchamp,Broken and Restored Multiplication,https://www.wikiart.org/en/suzanne-duchamp/broken-and-restored-multiplication-1919
0,Suzanne Duchamp,Ariette d'oubli de la chapelle étourdie,https://www.wikiart.org/en/suzanne-duchamp/ariette-d-oubli-de-la-chapelle-tourdie-1920
0,Suzanne Duchamp,Fabrique de joie,https://www.wikiart.org/en/suzanne-duchamp/fabrique-de-joie-1920
0,Suzanne Duchamp,Marcel Duchamp's Unhappy Readymade,https://www.wikiart.org/en/suzanne-duchamp/marcel-duchamp-s-unhappy-readymade-1920
0,Suzanne Duchamp,Radiation of Two Lone Ones at a Distance,https://www.wikiart.org/en/suzanne-duchamp/radiation-of-two-lone-ones-at-a-distance-1920
0,Suzanne Duchamp,Scottish Espagnole,https://www.wikiart.org/en/suzanne-duchamp/scottish-espagnole-1920
0,Suzanne Duchamp,Usine de Mes Pensées,https://www.wikiart.org/en/suzanne-duchamp/usine-de-mes-pens-es-1920
0,Suzanne Duchamp,Solitude entonnoir (Funnel of solitude),https://www.wikiart.org/en/suzanne-duchamp/solitude-entonnoir-funnel-of-solitude-1921
0,Suzanne Duchamp,Pot of Flowers (litograph with Jacques Villon),https://www.wikiart.org/en/suzanne-duchamp/pot-of-flowers-litograph-with-jacques-villon-1929
0,Suzanne Duchamp,Self-Portrait,https://www.wikiart.org/en/suzanne-duchamp/self-portrait
0,Ogata Gekko,"Blacksmith Munechika, helped by a fox spirit, forging the blade Little Fox",https://www.wikiart.org/en/ogata-gekko/blacksmith-munechika-helped-by-a-fox-spirit-forging-the-blade-little-fox-1873
0,Ogata Gekko,Emperor Go-Daigo,https://www.wikiart.org/en/ogata-gekko/emperor-go-daigo-1890
0,Ogata Gekko,Geisha in Springtime,https://www.wikiart.org/en/ogata-gekko/geisha-in-springtime-1890
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1892
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1893
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1893-1
0,Ogata Gekko,Picture of Officers and Men Worshiping the Rising Sun While Encamped in the Mountains of Port Arthur,https://www.wikiart.org/en/ogata-gekko/picture-of-officers-and-men-worshiping-the-rising-sun-while-encamped-in-the-mountains-of-port-1894
0,Ogata Gekko,Major General Ōdera at the cliff,https://www.wikiart.org/en/ogata-gekko/major-general-dera-at-the-cliff-1895
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1895
0,Ogata Gekko,Picture of Severe Battle on the streets of Gyuso,https://www.wikiart.org/en/ogata-gekko/picture-of-severe-battle-on-the-streets-of-gyuso-1895
0,Ogata Gekko,Print from Series Women's Customs and Manners,https://www.wikiart.org/en/ogata-gekko/print-from-series-women-s-customs-and-manners-1895
0,Ogata Gekko,Print from Series Women's Customs and Manners,https://www.wikiart.org/en/ogata-gekko/print-from-series-women-s-customs-and-manners-1895-1
0,Ogata Gekko,Sino-Japanese War: The Japanese Navy Victorious Off Takushan,https://www.wikiart.org/en/ogata-gekko/sino-japanese-war-the-japanese-navy-victorious-off-takushan-1895
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1896
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1896-1
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1896-2
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1896-3
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1896-4
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1896-5
0,Ogata Gekko,Dragon rising to the heavens,https://www.wikiart.org/en/ogata-gekko/dragon-rising-to-the-heavens-1897
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1897
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1897-1
0,Ogata Gekko,Nihon hana zue,https://www.wikiart.org/en/ogata-gekko/nihon-hana-zue-1897-2
0,Ogata Gekko,Sumo wrestlers,https://www.wikiart.org/en/ogata-gekko/sumo-wrestlers-1899
0,Ogata Gekko,Odori Dancer,https://www.wikiart.org/en/ogata-gekko/odori-dancer
0,Ogata Gekko,Women in Daily Life,https://www.wikiart.org/en/ogata-gekko/women-in-daily-life
0,Jose Pancetti,Barco e Pescadores,https://www.wikiart.org/en/jose-pancetti/barco-e-pescadores-1933
0,Jose Pancetti,Marinha,https://www.wikiart.org/en/jose-pancetti/marinha-1935
0,Jose Pancetti,A Pintura do Navio,https://www.wikiart.org/en/jose-pancetti/a-pintura-do-navio-1937
0,Jose Pancetti,Barco No Cais,https://www.wikiart.org/en/jose-pancetti/barco-no-cais-1937
0,Jose Pancetti,Self-Portrait,https://www.wikiart.org/en/jose-pancetti/self-portrait-1938
0,Jose Pancetti,Still Life,https://www.wikiart.org/en/jose-pancetti/still-life-1939
0,Jose Pancetti,Menina triste e doente,https://www.wikiart.org/en/jose-pancetti/menina-triste-e-doente-1940
0,Jose Pancetti,Auto-retrato com marreta,https://www.wikiart.org/en/jose-pancetti/auto-retrato-com-marreta-1941
0,Jose Pancetti,Mulata,https://www.wikiart.org/en/jose-pancetti/mulata-1941
0,Jose Pancetti,"Vaso com Flores na Janela, Campos do Jordão",https://www.wikiart.org/en/jose-pancetti/vaso-com-flores-na-janela-campos-do-jord-o-1943
0,Jose Pancetti,Auto-Retrato Como Marinheiro (Auto-vida),https://www.wikiart.org/en/jose-pancetti/auto-retrato-como-marinheiro-auto-vida-1945
0,Jose Pancetti,Igreja de São João del Rey,https://www.wikiart.org/en/jose-pancetti/igreja-de-s-o-jo-o-del-rey-1945
0,Jose Pancetti,O Enterro de Criança em São João del Rey,https://www.wikiart.org/en/jose-pancetti/o-enterro-de-crian-a-em-s-o-jo-o-del-rey-1945
0,Jose Pancetti,Rua em São João del Rey,https://www.wikiart.org/en/jose-pancetti/rua-em-s-o-jo-o-del-rey-1945
0,Jose Pancetti,"Mangaratiba, “toca da velha”",https://www.wikiart.org/en/jose-pancetti/mangaratiba-toca-da-velha-1946
0,Jose Pancetti,Marinha,https://www.wikiart.org/en/jose-pancetti/marinha-1947
0,Jose Pancetti,Paisagem com dunas,https://www.wikiart.org/en/jose-pancetti/paisagem-com-dunas-1947
0,Jose Pancetti,Arraial do Cabo,https://www.wikiart.org/en/jose-pancetti/arraial-do-cabo-1948
0,Jose Pancetti,A Árvore – Campos de Jordão,https://www.wikiart.org/en/jose-pancetti/a-rvore-campos-de-jord-o-1949
0,Jose Pancetti,Praça Clóvis Bevilacqua,https://www.wikiart.org/en/jose-pancetti/pra-a-cl-vis-bevilacqua-1949
0,Jose Pancetti,"Janela do meu atelier, Bahia",https://www.wikiart.org/en/jose-pancetti/janela-do-meu-atelier-bahia-1951
0,Jose Pancetti,Mangas,https://www.wikiart.org/en/jose-pancetti/mangas-1951
0,Jose Pancetti,Farol da Barra,https://www.wikiart.org/en/jose-pancetti/farol-da-barra-1952
0,Jose Pancetti,Paisagem de Itapoan,https://www.wikiart.org/en/jose-pancetti/paisagem-de-itapoan-1952
0,Jose Pancetti,Self-Portrait,https://www.wikiart.org/en/jose-pancetti/self-portrait-1952
0,Jose Pancetti,Mãe e Criança Chorando,https://www.wikiart.org/en/jose-pancetti/m-e-e-crian-a-chorando-1954
0,Jose Pancetti,Natureza Morta com Figuras,https://www.wikiart.org/en/jose-pancetti/natureza-morta-com-figuras-1955
0,Jose Pancetti,Praia da Gávea,https://www.wikiart.org/en/jose-pancetti/praia-da-g-vea-1955
0,Jose Pancetti,"Abaeté (Serie Bahia, No. 28)",https://www.wikiart.org/en/jose-pancetti/abaet-serie-bahia-no-28-1957
0,Jose Pancetti,Itapoan,https://www.wikiart.org/en/jose-pancetti/itapoan-1957
0,Jose Pancetti,Lavadeiras do Abaeté,https://www.wikiart.org/en/jose-pancetti/lavadeiras-do-abaet-1957
0,Jose Pancetti,Landscape,https://www.wikiart.org/en/jose-pancetti/landscape
0,Jose Pancetti,Untitled (No. 19),https://www.wikiart.org/en/jose-pancetti/untitled-no-19
0,Kaoru Kawano,Child and Bird,https://www.wikiart.org/en/kaoru-kawano/child-and-bird-1950
0,Kaoru Kawano,Child and Butterfly,https://www.wikiart.org/en/kaoru-kawano/child-and-butterfly-1950
0,Kaoru Kawano,Child And Flower,https://www.wikiart.org/en/kaoru-kawano/child-and-flower-1950
0,Kaoru Kawano,Child with Flowers and Butterflies,https://www.wikiart.org/en/kaoru-kawano/child-with-flowers-and-butterflies-1950
0,Kaoru Kawano,Dancing Figure (Camellia),https://www.wikiart.org/en/kaoru-kawano/dancing-figure-camellia-1950
0,Kaoru Kawano,Dancing Figure (Eshima),https://www.wikiart.org/en/kaoru-kawano/dancing-figure-eshima-1950
